sku,pick_frequency,total_quantity_ea,active_days,cumulative_frequency_share,velocity_class,req_max_item_length,req_max_item_width,req_max_item_height,req_max_item_weight,physical_data_status,physical_storage_class
107411,353,810.0,74,0.90276,B,4.4,10.5,2.5,10.0,COMPLETE,STANDARD
133308,353,11750.0,28,0.903119,B,,,,,MISSING,UNVERIFIED_OVERSIZE
101154,351,487.0,142,0.903476,B,4.0,7.1,12.7,105.0,COMPLETE,STANDARD
131980,351,1562.0,113,0.903833,B,,,,,MISSING,UNVERIFIED_OVERSIZE
138499,351,2736.0,100,0.90419,B,,,,,MISSING,UNVERIFIED_OVERSIZE
101301,348,511.0,125,0.904544,B,10.6,2.0,4.6,,MISSING,UNVERIFIED_OVERSIZE
124476,348,1050.0,29,0.904899,B,,,,,MISSING,UNVERIFIED_OVERSIZE
110242,346,2031.0,144,0.905251,B,4.2,14.7,7.5,35.0,COMPLETE,STANDARD
131531,344,2427.0,149,0.9056,B,,,,,MISSING,UNVERIFIED_OVERSIZE
112315,343,903.0,126,0.905949,B,4.2,13.3,3.5,25.0,COMPLETE,STANDARD
101033,342,539.0,145,0.906297,B,3.8,12.8,5.0,30.0,COMPLETE,STANDARD
132414,342,5860.0,113,0.906645,B,,,,,MISSING,UNVERIFIED_OVERSIZE
111263,341,6010.0,139,0.906992,B,4.0,10.5,5.5,,MISSING,UNVERIFIED_OVERSIZE
120447,341,3504.0,123,0.907339,B,7.0,6.5,11.2,,MISSING,UNVERIFIED_OVERSIZE
132610,341,11410.0,26,0.907686,B,,,,,MISSING,UNVERIFIED_OVERSIZE
110181,340,5760.0,78,0.908032,B,8.5,5.9,5.0,,MISSING,UNVERIFIED_OVERSIZE
110710,340,48300.0,99,0.908378,B,29.7,15.0,11.5,,MISSING,UNVERIFIED_OVERSIZE
112217,340,3455.0,118,0.908724,B,4.0,9.5,3.9,60.0,COMPLETE,STANDARD
111383,339,4025.0,122,0.909068,B,3.7,8.3,5.4,35.0,COMPLETE,STANDARD
107387,338,687.0,135,0.909412,B,,,,,MISSING,UNVERIFIED_OVERSIZE
125389,338,2406.0,46,0.909756,B,,,,,MISSING,UNVERIFIED_OVERSIZE
107311,336,888.0,124,0.910098,B,4.2,12.6,3.0,45.0,COMPLETE,STANDARD
101091,335,876.0,103,0.910439,B,3.5,9.1,5.0,20.0,COMPLETE,STANDARD
110209,335,42100.0,140,0.91078,B,4.5,4.5,7.5,,MISSING,UNVERIFIED_OVERSIZE
112041,335,3516.0,82,0.91112,B,11.5,2.5,6.2,,MISSING,UNVERIFIED_OVERSIZE
112078,335,3760.0,112,0.911461,B,8.5,1.5,5.0,,MISSING,UNVERIFIED_OVERSIZE
101105,333,1461.0,67,0.9118,B,4.0,4.0,8.5,,MISSING,UNVERIFIED_OVERSIZE
113093,333,1544.0,140,0.912139,B,4.1,4.1,7.0,10.0,COMPLETE,STANDARD
101094,332,815.0,134,0.912476,B,4.7,13.4,9.1,65.0,COMPLETE,STANDARD
107102,331,1189.0,135,0.912813,B,6.8,12.6,2.6,35.0,COMPLETE,STANDARD
110335,331,4660.0,140,0.91315,B,9.0,9.9,8.0,115.0,COMPLETE,STANDARD
110518,331,4914.0,144,0.913487,B,6.7,9.0,6.9,120.0,COMPLETE,STANDARD
111312,331,5040.0,144,0.913823,B,11.0,4.0,5.5,,MISSING,UNVERIFIED_OVERSIZE
120318,330,11430.0,47,0.914159,B,6.1,11.5,5.3,95.0,COMPLETE,STANDARD
124896,329,1185.0,80,0.914494,B,14.0,2.0,6.5,,MISSING,UNVERIFIED_OVERSIZE
107364,328,1042.0,55,0.914827,B,,,,,MISSING,UNVERIFIED_OVERSIZE
127717,327,901.0,59,0.91516,B,4.0,4.0,11.0,,MISSING,UNVERIFIED_OVERSIZE
110377,322,4944.0,129,0.915488,B,6.2,9.0,4.4,75.0,COMPLETE,STANDARD
112396,321,9708.0,131,0.915814,B,,,,,MISSING,UNVERIFIED_OVERSIZE
110370,320,7000.0,111,0.91614,B,5.7,9.4,5.4,95.0,COMPLETE,STANDARD
107449,318,1142.0,29,0.916463,B,4.1,11.9,3.1,45.0,COMPLETE,STANDARD
110195,317,33500.0,141,0.916786,B,23.0,15.2,3.5,,MISSING,UNVERIFIED_OVERSIZE
110243,316,2680.0,92,0.917107,B,14.5,3.5,8.0,,MISSING,UNVERIFIED_OVERSIZE
110423,316,8120.0,130,0.917429,B,,,,,MISSING,UNVERIFIED_OVERSIZE
107287,315,500.0,127,0.917749,B,3.7,10.1,4.0,10.0,COMPLETE,STANDARD
111147,313,543.0,130,0.918067,B,4.2,4.2,9.0,50.0,COMPLETE,STANDARD
107176,312,714.0,138,0.918385,B,3.9,12.7,5.0,21.0,COMPLETE,STANDARD
101143,310,559.0,134,0.9187,B,7.7,8.4,14.0,220.0,COMPLETE,STANDARD
110176,310,1274.0,139,0.919016,B,5.6,13.6,2.4,15.0,COMPLETE,STANDARD
111270,310,2520.0,129,0.919331,B,12.5,2.5,6.0,,MISSING,UNVERIFIED_OVERSIZE
112003,310,4030.0,103,0.919646,B,10.6,6.4,4.5,,MISSING,UNVERIFIED_OVERSIZE
115589,310,41500.0,93,0.919962,B,21.0,18.5,8.8,,MISSING,UNVERIFIED_OVERSIZE
118513,310,19300.0,109,0.920277,B,,,,,MISSING,UNVERIFIED_OVERSIZE
110180,309,4710.0,133,0.920591,B,5.9,0.5,7.2,,MISSING,UNVERIFIED_OVERSIZE
117442,309,428.0,135,0.920906,B,11.2,14.6,10.5,275.0,COMPLETE,OVERWEIGHT
112275,307,861.0,95,0.921218,B,12.0,2.5,3.5,,MISSING,UNVERIFIED_OVERSIZE
111296,306,6730.0,84,0.921529,B,3.6,8.2,4.4,20.0,COMPLETE,STANDARD
112305,306,8280.0,96,0.921841,B,13.1,16.9,10.4,10.0,COMPLETE,OVERSIZE
134660,305,11494.0,68,0.922151,B,,,,,MISSING,UNVERIFIED_OVERSIZE
135420,305,2220.0,124,0.922461,B,4.8,13.5,7.0,45.0,COMPLETE,STANDARD
134680,304,2634.0,77,0.92277,B,4.6,9.7,6.2,20.0,COMPLETE,STANDARD
107151,303,11466.0,95,0.923079,B,,,,,MISSING,UNVERIFIED_OVERSIZE
112312,301,692.0,126,0.923385,B,,,,,MISSING,UNVERIFIED_OVERSIZE
107144,300,480.0,142,0.92369,B,4.6,7.1,4.1,15.0,COMPLETE,STANDARD
107094,298,543.0,137,0.923993,B,4.2,6.2,4.5,25.0,COMPLETE,STANDARD
107271,298,661.0,123,0.924296,B,4.2,11.2,3.2,25.0,COMPLETE,STANDARD
139195,298,4000.0,21,0.9246,B,,,,,MISSING,UNVERIFIED_OVERSIZE
139225,298,2859.0,18,0.924903,B,,,,,MISSING,UNVERIFIED_OVERSIZE
110392,297,3920.0,115,0.925205,B,4.9,13.5,7.6,70.0,COMPLETE,STANDARD
101256,296,2450.0,82,0.925506,B,,,,,MISSING,UNVERIFIED_OVERSIZE
107129,296,675.0,136,0.925807,B,5.5,5.5,9.5,,MISSING,UNVERIFIED_OVERSIZE
110259,295,12900.0,131,0.926107,B,9.7,13.1,9.3,180.0,COMPLETE,STANDARD
110250,294,1024.0,137,0.926406,B,14.7,2.0,7.6,,MISSING,UNVERIFIED_OVERSIZE
113203,293,1579.0,27,0.926704,B,2.9,9.8,2.7,24.0,COMPLETE,STANDARD
113232,291,622.0,136,0.927,B,5.0,11.2,6.8,50.0,COMPLETE,STANDARD
110147,290,12640.0,113,0.927295,B,3.8,4.1,8.0,50.0,COMPLETE,STANDARD
110478,290,4170.0,138,0.92759,B,6.1,10.4,4.8,70.0,COMPLETE,STANDARD
123252,290,497.0,126,0.927885,B,4.2,6.1,11.7,60.0,COMPLETE,STANDARD
107292,289,447.0,137,0.928179,B,11.2,7.2,8.0,,MISSING,UNVERIFIED_OVERSIZE
115063,289,481.0,135,0.928473,B,8.2,10.0,2.4,35.0,COMPLETE,STANDARD
112365,287,607.0,138,0.928765,B,5.8,9.4,2.4,15.0,COMPLETE,STANDARD
115785,286,520.0,138,0.929056,B,,,,,MISSING,UNVERIFIED_OVERSIZE
110158,284,2702.0,125,0.929345,B,5.7,13.4,5.5,70.0,COMPLETE,STANDARD
112021,284,7550.0,99,0.929634,B,9.1,9.8,23.8,,MISSING,UNVERIFIED_OVERSIZE
107146,282,648.0,116,0.929921,B,4.2,4.2,6.5,,MISSING,UNVERIFIED_OVERSIZE
107174,281,573.0,119,0.930207,B,5.9,9.2,3.8,50.0,COMPLETE,STANDARD
113159,280,7630.0,25,0.930492,B,,,,,MISSING,UNVERIFIED_OVERSIZE
107226,279,4320.0,24,0.930776,B,4.9,4.9,12.5,,MISSING,UNVERIFIED_OVERSIZE
107342,279,756.0,51,0.931059,B,5.5,3.7,10.0,,MISSING,UNVERIFIED_OVERSIZE
107165,277,330.0,136,0.931341,B,5.0,5.0,7.6,,MISSING,UNVERIFIED_OVERSIZE
110551,277,564.0,111,0.931623,B,3.3,3.0,7.8,,MISSING,UNVERIFIED_OVERSIZE
111361,277,3910.0,127,0.931905,B,5.6,10.9,6.4,65.0,COMPLETE,STANDARD
107261,276,1287.0,122,0.932186,B,6.3,14.7,2.7,10.0,COMPLETE,STANDARD
110446,275,918.0,104,0.932465,B,5.8,18.7,2.5,,MISSING,UNVERIFIED_OVERSIZE
124034,275,475.0,84,0.932745,B,4.2,2.5,8.5,,MISSING,UNVERIFIED_OVERSIZE
110228,274,5620.0,49,0.933024,B,6.5,10.8,5.5,55.0,COMPLETE,STANDARD
110256,274,1623.0,119,0.933303,B,3.6,11.0,6.5,10.0,COMPLETE,STANDARD
111326,274,1431.0,123,0.933581,B,7.7,9.6,2.9,60.0,COMPLETE,STANDARD
112444,274,74500.0,115,0.93386,B,4.4,7.4,4.9,45.0,COMPLETE,STANDARD
134817,274,2566.0,70,0.934139,B,4.1,9.9,4.7,15.0,COMPLETE,STANDARD
112198,273,15500.0,123,0.934417,B,11.1,8.5,10.4,,MISSING,UNVERIFIED_OVERSIZE
143024,273,2822.0,18,0.934694,B,,,,,MISSING,UNVERIFIED_OVERSIZE
110473,272,2264.0,135,0.934971,B,,,,,MISSING,UNVERIFIED_OVERSIZE
112335,272,611.0,105,0.935248,B,11.8,2.5,3.5,,MISSING,UNVERIFIED_OVERSIZE
112404,271,3900.0,125,0.935523,B,9.2,7.0,6.3,,MISSING,UNVERIFIED_OVERSIZE
105418,269,5030.0,131,0.935797,B,7.5,15.2,8.2,85.0,COMPLETE,STANDARD
110302,269,1608.0,128,0.936071,B,13.3,4.0,7.7,,MISSING,UNVERIFIED_OVERSIZE
110455,269,3950.0,97,0.936344,B,21.0,10.0,4.0,50.0,COMPLETE,OVERSIZE
107113,267,441.0,137,0.936616,B,5.5,11.5,6.0,105.0,COMPLETE,STANDARD
110339,267,14040.0,106,0.936888,B,12.5,9.5,7.5,,MISSING,UNVERIFIED_OVERSIZE
101279,265,770.0,57,0.937157,B,,,,,MISSING,UNVERIFIED_OVERSIZE
124794,265,3350.0,133,0.937427,B,,,,,MISSING,UNVERIFIED_OVERSIZE
112200,264,1452.0,139,0.937695,B,6.2,11.4,3.0,18.0,COMPLETE,STANDARD
113202,264,577.0,76,0.937964,B,3.0,3.0,6.5,,MISSING,UNVERIFIED_OVERSIZE
110568,263,2421.0,100,0.938231,B,4.7,8.1,2.8,40.0,COMPLETE,STANDARD
111349,263,3480.0,119,0.938499,B,8.1,9.9,6.4,65.0,COMPLETE,STANDARD
101199,262,738.0,107,0.938766,B,3.7,12.7,4.0,45.0,COMPLETE,STANDARD
107388,262,596.0,56,0.939032,B,3.3,8.0,2.5,30.0,COMPLETE,STANDARD
110128,262,2463.0,123,0.939299,B,6.1,13.2,3.6,35.0,COMPLETE,STANDARD
132452,262,4360.0,50,0.939565,B,,,,,MISSING,UNVERIFIED_OVERSIZE
107304,261,1200.0,43,0.939831,B,12.0,2.0,3.4,,MISSING,UNVERIFIED_OVERSIZE
112355,260,3800.0,112,0.940095,B,6.1,12.3,5.9,60.0,COMPLETE,STANDARD
110172,259,30110.0,94,0.940359,B,10.7,18.9,12.0,435.0,COMPLETE,OVERSIZE_AND_OVERWEIGHT
111305,259,2696.0,127,0.940622,B,2.8,7.7,5.7,15.0,COMPLETE,STANDARD
113124,259,900.0,128,0.940886,B,4.9,15.0,7.5,20.0,COMPLETE,STANDARD
139150,259,3670.0,13,0.941149,B,,,,,MISSING,UNVERIFIED_OVERSIZE
101311,257,603.0,118,0.941411,B,11.8,2.3,4.0,,MISSING,UNVERIFIED_OVERSIZE
119945,256,420.0,118,0.941671,B,,,,,MISSING,UNVERIFIED_OVERSIZE
110130,255,13150.0,108,0.94193,B,18.5,14.0,4.0,,MISSING,UNVERIFIED_OVERSIZE
110463,253,2880.0,128,0.942188,B,5.9,8.5,4.8,40.0,COMPLETE,STANDARD
101056,252,1596.0,104,0.942444,B,14.5,3.5,8.0,,MISSING,UNVERIFIED_OVERSIZE
110445,252,904.0,132,0.9427,B,11.3,2.0,6.5,,MISSING,UNVERIFIED_OVERSIZE
111992,252,4160.0,72,0.942957,B,4.3,8.5,6.7,45.0,COMPLETE,STANDARD
134659,252,792.0,117,0.943213,B,4.2,13.4,7.2,30.0,COMPLETE,STANDARD
107275,251,495.0,87,0.943469,B,3.3,12.0,2.5,30.0,COMPLETE,STANDARD
110620,251,3160.0,105,0.943724,B,4.3,10.3,4.1,90.0,COMPLETE,STANDARD
129782,251,11920.0,17,0.943979,B,,,,,MISSING,UNVERIFIED_OVERSIZE
111833,250,6850.0,95,0.944234,B,4.0,9.9,3.8,15.0,COMPLETE,STANDARD
110574,249,780.0,39,0.944487,B,3.0,2.8,7.0,,MISSING,UNVERIFIED_OVERSIZE
112227,247,3590.0,122,0.944738,B,9.0,6.0,6.0,,MISSING,UNVERIFIED_OVERSIZE
112320,247,698.0,68,0.944989,B,5.1,14.7,4.0,45.0,COMPLETE,STANDARD
135531,247,574.0,109,0.945241,B,,,,,MISSING,UNVERIFIED_OVERSIZE
101273,246,1602.0,14,0.945491,B,2.8,2.8,7.2,,MISSING,UNVERIFIED_OVERSIZE
122643,245,2277.0,115,0.94574,B,11.6,2.4,6.6,,MISSING,UNVERIFIED_OVERSIZE
110538,244,557.0,122,0.945988,B,3.8,9.9,4.1,30.0,COMPLETE,STANDARD
107383,243,445.0,124,0.946236,B,3.5,8.4,3.2,10.0,COMPLETE,STANDARD
138090,243,1072.0,106,0.946483,B,,,,,MISSING,UNVERIFIED_OVERSIZE
214619,243,4620.0,78,0.94673,B,15.7,1.5,7.5,,MISSING,UNVERIFIED_OVERSIZE
118300,242,399.0,98,0.946976,B,,,,,MISSING,UNVERIFIED_OVERSIZE
110273,241,1551.0,96,0.947221,B,11.3,3.2,6.0,,MISSING,UNVERIFIED_OVERSIZE
110557,241,379.0,98,0.947467,B,4.9,3.0,9.8,,MISSING,UNVERIFIED_OVERSIZE
107879,239,2963.0,24,0.94771,B,,,,,MISSING,UNVERIFIED_OVERSIZE
129531,238,2392.0,89,0.947952,B,4.4,7.7,2.2,15.0,COMPLETE,STANDARD
110230,237,3090.0,121,0.948193,B,4.8,10.3,7.4,105.0,COMPLETE,STANDARD
113195,237,358.0,78,0.948434,B,7.3,11.7,4.6,,MISSING,UNVERIFIED_OVERSIZE
107265,236,355.0,115,0.948674,B,10.9,11.6,4.5,90.0,COMPLETE,STANDARD
110326,236,1572.0,123,0.948914,B,4.1,12.9,7.6,8.0,COMPLETE,STANDARD
110589,236,1884.0,125,0.949154,B,3.9,10.2,4.9,60.0,COMPLETE,STANDARD
112442,236,5910.0,120,0.949394,B,10.3,13.7,2.4,60.0,COMPLETE,STANDARD
107212,235,701.0,36,0.949633,B,11.5,1.8,6.1,,MISSING,UNVERIFIED_OVERSIZE
125175,235,1488.0,79,0.949872,B,14.0,2.0,5.5,,MISSING,UNVERIFIED_OVERSIZE
107230,232,371.0,86,0.950108,C,4.0,4.0,11.4,,MISSING,UNVERIFIED_OVERSIZE
110506,231,1968.0,51,0.950343,C,8.9,5.0,15.0,,MISSING,UNVERIFIED_OVERSIZE
101099,229,3180.0,40,0.950576,C,4.8,4.8,12.5,,MISSING,UNVERIFIED_OVERSIZE
107121,229,855.0,36,0.950809,C,10.2,2.5,5.2,,MISSING,UNVERIFIED_OVERSIZE
112215,229,3050.0,111,0.951042,C,14.5,3.5,6.0,,MISSING,UNVERIFIED_OVERSIZE
127332,228,399.0,122,0.951274,C,3.8,4.2,7.0,78.0,COMPLETE,STANDARD
110562,227,1314.0,79,0.951505,C,14.0,3.0,7.2,,MISSING,UNVERIFIED_OVERSIZE
110388,225,2970.0,64,0.951734,C,14.0,5.7,6.5,,MISSING,UNVERIFIED_OVERSIZE
134500,225,3020.0,109,0.951963,C,,,,,MISSING,UNVERIFIED_OVERSIZE
136957,225,5433.0,70,0.952192,C,,,,,MISSING,UNVERIFIED_OVERSIZE
101089,224,361.0,111,0.95242,C,13.0,3.0,6.0,,MISSING,UNVERIFIED_OVERSIZE
118501,224,605.0,90,0.952648,C,,,,,MISSING,UNVERIFIED_OVERSIZE
111335,223,1839.0,78,0.952874,C,6.2,13.3,3.4,5.0,COMPLETE,STANDARD
112212,222,2720.0,99,0.9531,C,14.0,3.5,6.0,,MISSING,UNVERIFIED_OVERSIZE
117429,221,380.0,117,0.953325,C,5.9,10.8,2.6,15.0,COMPLETE,STANDARD
110241,220,1371.0,93,0.953549,C,13.7,3.0,7.2,,MISSING,UNVERIFIED_OVERSIZE
112450,220,604.0,90,0.953773,C,11.9,2.5,3.5,,MISSING,UNVERIFIED_OVERSIZE
113314,218,1728.0,76,0.953995,C,32.0,24.0,32.0,,MISSING,UNVERIFIED_OVERSIZE
139236,217,1722.0,11,0.954215,C,,,,,MISSING,UNVERIFIED_OVERSIZE
101039,216,29400.0,104,0.954435,C,4.3,4.3,7.5,,MISSING,UNVERIFIED_OVERSIZE
107455,216,750.0,67,0.954655,C,,,,,MISSING,UNVERIFIED_OVERSIZE
111322,216,11400.0,121,0.954875,C,15.5,10.5,3.5,,MISSING,UNVERIFIED_OVERSIZE
107414,215,403.0,126,0.955093,C,6.7,9.1,2.5,45.0,COMPLETE,STANDARD
110266,215,3080.0,107,0.955312,C,10.0,4.0,5.0,,MISSING,UNVERIFIED_OVERSIZE
110591,215,5460.0,118,0.955531,C,13.0,8.5,7.2,,MISSING,UNVERIFIED_OVERSIZE
116001,215,2640.0,11,0.955749,C,,,,,MISSING,UNVERIFIED_OVERSIZE
140881,215,24000.0,34,0.955968,C,,,,,MISSING,UNVERIFIED_OVERSIZE
107323,214,601.0,97,0.956186,C,3.0,9.3,2.2,35.0,COMPLETE,STANDARD
111341,214,381.0,55,0.956404,C,3.9,6.7,3.2,15.0,COMPLETE,STANDARD
115077,214,415.0,90,0.956621,C,5.0,3.0,11.0,,MISSING,UNVERIFIED_OVERSIZE
110314,213,25700.0,102,0.956838,C,3.8,7.4,4.6,60.0,COMPLETE,STANDARD
111337,213,1419.0,99,0.957055,C,6.1,9.1,2.9,20.0,COMPLETE,STANDARD
107332,212,320.0,102,0.95727,C,10.0,11.6,2.8,60.0,COMPLETE,STANDARD
110226,212,2820.0,97,0.957486,C,4.2,13.8,5.4,50.0,COMPLETE,STANDARD
117015,212,26300.0,88,0.957702,C,,,,,MISSING,UNVERIFIED_OVERSIZE
110269,211,12800.0,64,0.957916,C,15.5,10.5,3.5,,MISSING,UNVERIFIED_OVERSIZE
112272,211,5847.0,117,0.958131,C,,,,,MISSING,UNVERIFIED_OVERSIZE
134101,211,552.0,49,0.958346,C,,,,,MISSING,UNVERIFIED_OVERSIZE
131140,210,1062.0,86,0.958559,C,,,,,MISSING,UNVERIFIED_OVERSIZE
107413,208,371.0,117,0.958771,C,4.5,8.4,8.3,50.0,COMPLETE,STANDARD
127570,207,3670.0,105,0.958981,C,5.7,10.3,4.9,15.0,COMPLETE,STANDARD
135013,207,10700.0,15,0.959192,C,,,,,MISSING,UNVERIFIED_OVERSIZE
109534,206,30000.0,51,0.959402,C,11.4,14.8,7.3,325.0,COMPLETE,OVERWEIGHT
112230,206,4380.0,98,0.959611,C,11.0,4.5,7.0,,MISSING,UNVERIFIED_OVERSIZE
101173,204,407.0,37,0.959819,C,7.5,4.0,12.5,,MISSING,UNVERIFIED_OVERSIZE
111266,204,4930.0,92,0.960026,C,20.3,9.7,6.0,,MISSING,UNVERIFIED_OVERSIZE
122644,204,1500.0,72,0.960234,C,,,,,MISSING,UNVERIFIED_OVERSIZE
110576,203,600.0,33,0.96044,C,3.0,3.0,6.5,,MISSING,UNVERIFIED_OVERSIZE
111377,203,1882.0,123,0.960647,C,11.0,5.0,6.0,,MISSING,UNVERIFIED_OVERSIZE
113227,202,1080.0,49,0.960852,C,,,,,MISSING,UNVERIFIED_OVERSIZE
115752,202,382.0,94,0.961058,C,,,,,MISSING,UNVERIFIED_OVERSIZE
107133,201,419.0,47,0.961262,C,6.7,1.7,4.9,,MISSING,UNVERIFIED_OVERSIZE
107153,200,25300.0,113,0.961466,C,4.5,4.5,7.5,,MISSING,UNVERIFIED_OVERSIZE
129726,199,4940.0,103,0.961668,C,,,,,MISSING,UNVERIFIED_OVERSIZE
110248,197,1257.0,111,0.961868,C,11.0,2.3,5.7,,MISSING,UNVERIFIED_OVERSIZE
140001,197,408.0,33,0.962069,C,,,,,MISSING,UNVERIFIED_OVERSIZE
101017,196,1104.0,117,0.962268,C,4.0,4.0,8.8,,MISSING,UNVERIFIED_OVERSIZE
110268,196,2860.0,106,0.962468,C,10.9,4.2,5.5,,MISSING,UNVERIFIED_OVERSIZE
110422,195,804.0,112,0.962666,C,12.5,2.0,7.0,,MISSING,UNVERIFIED_OVERSIZE
111357,193,1830.0,107,0.962862,C,8.9,12.3,5.7,140.0,COMPLETE,STANDARD
112344,193,740.0,107,0.963059,C,4.5,4.5,1.9,,MISSING,UNVERIFIED_OVERSIZE
135025,193,281.0,114,0.963255,C,3.9,9.5,4.1,20.0,COMPLETE,STANDARD
107251,191,1401.0,101,0.963449,C,8.4,2.0,4.5,,MISSING,UNVERIFIED_OVERSIZE
110554,190,1145.0,115,0.963643,C,7.8,12.8,3.7,75.0,COMPLETE,STANDARD
111218,189,10050.0,98,0.963835,C,15.0,11.5,8.5,,MISSING,UNVERIFIED_OVERSIZE
113205,189,3000.0,66,0.964027,C,9.2,7.0,6.4,,MISSING,UNVERIFIED_OVERSIZE
127260,189,2910.0,89,0.964219,C,11.0,5.0,25.4,,MISSING,UNVERIFIED_OVERSIZE
110175,188,794.0,86,0.964411,C,9.0,2.0,5.0,,MISSING,UNVERIFIED_OVERSIZE
111274,188,2772.0,113,0.964602,C,5.2,10.0,5.4,45.0,COMPLETE,STANDARD
111325,188,1740.0,106,0.964793,C,4.1,9.8,7.6,45.0,COMPLETE,STANDARD
110462,187,1488.0,106,0.964983,C,4.2,9.8,6.5,,MISSING,UNVERIFIED_OVERSIZE
131990,187,425.0,112,0.965174,C,,,,,MISSING,UNVERIFIED_OVERSIZE
118520,185,432.0,32,0.965362,C,,,,,MISSING,UNVERIFIED_OVERSIZE
124230,185,266.0,116,0.96555,C,16.5,4.0,9.0,,MISSING,UNVERIFIED_OVERSIZE
110442,184,2400.0,67,0.965737,C,4.8,10.6,7.1,75.0,COMPLETE,STANDARD
110355,183,11820.0,15,0.965923,C,9.0,0.5,3.0,,MISSING,UNVERIFIED_OVERSIZE
111345,183,3200.0,108,0.96611,C,,,,,MISSING,UNVERIFIED_OVERSIZE
113152,183,347.0,107,0.966296,C,,,,,MISSING,UNVERIFIED_OVERSIZE
136921,181,3169.0,31,0.96648,C,,,,,MISSING,UNVERIFIED_OVERSIZE
123130,180,1194.0,105,0.966663,C,,,,,MISSING,UNVERIFIED_OVERSIZE
134639,180,273.0,92,0.966846,C,5.9,15.3,9.8,100.0,COMPLETE,STANDARD
140397,180,297.0,92,0.967029,C,,,,,MISSING,UNVERIFIED_OVERSIZE
110429,178,1695.0,103,0.96721,C,5.6,10.2,6.8,55.0,COMPLETE,STANDARD
130718,178,2000.0,41,0.967391,C,,,,,MISSING,UNVERIFIED_OVERSIZE
107195,177,365.0,90,0.967571,C,,,,,MISSING,UNVERIFIED_OVERSIZE
101125,175,1316.0,79,0.967749,C,4.2,4.2,12.0,,MISSING,UNVERIFIED_OVERSIZE
110443,175,2680.0,104,0.967928,C,10.0,4.6,5.7,,MISSING,UNVERIFIED_OVERSIZE
121567,174,1492.0,96,0.968105,C,4.0,7.8,6.2,30.0,COMPLETE,STANDARD
138469,173,329.0,70,0.968281,C,,,,,MISSING,UNVERIFIED_OVERSIZE
111321,172,21503.0,65,0.968455,C,22.5,10.5,13.0,,MISSING,UNVERIFIED_OVERSIZE
101053,171,870.0,98,0.968629,C,15.5,2.0,5.5,,MISSING,UNVERIFIED_OVERSIZE
110495,170,1292.0,95,0.968802,C,12.4,3.5,5.0,,MISSING,UNVERIFIED_OVERSIZE
115580,170,480.0,47,0.968975,C,19.8,3.0,5.0,,MISSING,UNVERIFIED_OVERSIZE
149642,169,756.0,27,0.969147,C,,,,,MISSING,UNVERIFIED_OVERSIZE
112043,168,2860.0,37,0.969318,C,,,,,MISSING,UNVERIFIED_OVERSIZE
112205,168,2350.0,60,0.969489,C,7.7,10.5,24.4,40.0,COMPLETE,OVERSIZE
135026,168,242.0,98,0.96966,C,3.9,9.5,4.0,35.0,COMPLETE,STANDARD
107225,167,1854.0,79,0.96983,C,11.9,2.5,5.1,,MISSING,UNVERIFIED_OVERSIZE
115786,167,29900.0,30,0.97,C,,,,,MISSING,UNVERIFIED_OVERSIZE
107202,166,271.0,106,0.970169,C,9.0,17.0,8.4,565.0,COMPLETE,OVERSIZE_AND_OVERWEIGHT
111323,166,1296.0,102,0.970338,C,5.4,13.6,4.5,50.0,COMPLETE,STANDARD
112039,166,554.0,82,0.970506,C,3.5,10.5,7.8,10.0,COMPLETE,STANDARD
121917,165,2140.0,90,0.970674,C,5.8,11.6,5.4,50.0,COMPLETE,STANDARD
149346,165,389.0,98,0.970842,C,,,,,MISSING,UNVERIFIED_OVERSIZE
110612,164,1555.0,104,0.971009,C,9.1,9.8,5.5,45.0,COMPLETE,STANDARD
107149,163,20400.0,96,0.971175,C,4.4,4.4,7.5,,MISSING,UNVERIFIED_OVERSIZE
138388,163,1440.0,69,0.971341,C,,,,,MISSING,UNVERIFIED_OVERSIZE
138904,163,221.0,43,0.971506,C,,,,,MISSING,UNVERIFIED_OVERSIZE
107288,162,233.0,92,0.971671,C,4.9,11.9,4.2,30.0,COMPLETE,STANDARD
118504,162,567.0,107,0.971836,C,5.4,12.9,6.1,145.0,COMPLETE,STANDARD
110487,161,225.0,64,0.972,C,4.5,4.5,11.0,,MISSING,UNVERIFIED_OVERSIZE
101043,160,363.0,84,0.972163,C,,,,,MISSING,UNVERIFIED_OVERSIZE
110404,160,22000.0,32,0.972325,C,17.5,7.0,9.5,,MISSING,UNVERIFIED_OVERSIZE
111244,159,1338.0,77,0.972487,C,12.5,4.0,5.8,,MISSING,UNVERIFIED_OVERSIZE
112191,159,2560.0,64,0.972649,C,12.0,6.0,8.5,,MISSING,UNVERIFIED_OVERSIZE
112251,159,1134.0,102,0.972811,C,14.0,14.0,20.0,430.0,COMPLETE,OVERSIZE_AND_OVERWEIGHT
141084,159,246.0,84,0.972972,C,,,,,MISSING,UNVERIFIED_OVERSIZE
112372,158,4290.0,45,0.973133,C,13.0,5.0,5.5,,MISSING,UNVERIFIED_OVERSIZE
125701,158,320.0,99,0.973294,C,3.5,14.7,7.0,20.0,COMPLETE,STANDARD
132315,158,724.0,88,0.973455,C,,,,,MISSING,UNVERIFIED_OVERSIZE
110474,157,12360.0,68,0.973614,C,5.0,5.0,10.0,,MISSING,UNVERIFIED_OVERSIZE
